iter	MAPE	RMSE	R2	MAE
94	0.01019261892	0.2001775464	0.9639166929	0.1377429251
95	0.01017410331	0.1997152938	0.9640831486	0.1374975343
96	0.01014166668	0.1992312165	0.9642570508	0.137042157
97	0.01011492195	0.1988824758	0.9643820725	0.1366685701
98	0.01009654466	0.1984311233	0.9645435548	0.1364041891
99	0.010069962	0.1979438923	0.9647174616	0.1360158177
100	0.01005622079	0.1977190238	0.9647975796	0.1358298588
101	0.01004017941	0.1974353827	0.9648985075	0.135613244
102	0.01001791377	0.1970358785	0.9650404173	0.1353063559
103	0.01000324229	0.1967447056	0.9651436651	0.1350930225
104	0.009993047094	0.1964867399	0.9652350103	0.1349563596
105	0.009970928556	0.1961440694	0.9653561641	0.1346602541
106	0.009939572004	0.1957634795	0.9654904766	0.1342022519
107	0.009919577914	0.1955097211	0.9655798845	0.1339231134
108	0.009894426663	0.195177282	0.9656968389	0.1335430315
109	0.009872575895	0.1948925013	0.9657968685	0.1332524238
110	0.009847109398	0.194572842	0.9659089753	0.1329032305
111	0.009826153914	0.1942210719	0.9660321308	0.1326085278
112	0.009797370405	0.1939420706	0.9661296514	0.1321879953
113	0.009769930332	0.1934728845	0.966293332	0.131782442
114	0.009739988181	0.1930829342	0.9664290686	0.1313703664
115	0.009725119397	0.1928023212	0.9665265769	0.1311711662
116	0.009711933413	0.1925868867	0.9666013405	0.1310036414
117	0.009696700861	0.1923100823	0.9666972791	0.1308072063
118	0.009678949273	0.192056581	0.9667850199	0.1305644719
119	0.009662428366	0.1917077786	0.9669055567	0.13032267
120	0.00963587852	0.1914524505	0.9669936523	0.1299305026
121	0.009623196661	0.1913236048	0.9670380633	0.1297464273
122	0.009608680536	0.1911215008	0.967107665	0.1295398083
123	0.009593605176	0.1908917704	0.9671866915	0.1293402628
124	0.009569699755	0.1907045174	0.9672510355	0.1289930267
125	0.009548620676	0.1903946829	0.9673573625	0.1287024803
126	0.009525851739	0.1900441933	0.9674774328	0.1283589504
127	0.009517399787	0.1898162119	0.9675554156	0.128248945
128	0.009500413389	0.1894934959	0.9676656432	0.1280078361
129	0.009487533217	0.1893090763	0.9677285497	0.127835885
130	0.009471846794	0.1890455161	0.9678183451	0.1276289261
131	0.009458941153	0.1887896541	0.9679053982	0.1274596929
132	0.009436024509	0.1884506531	0.9680205563	0.1271485055
133	0.009420099182	0.1882192719	0.9680990373	0.1269324304
134	0.009410624365	0.1880042962	0.9681718675	0.1268159587
135	0.00939593486	0.1877575987	0.9682553418	0.1266160235
136	0.009383843458	0.1875825583	0.9683145033	0.1264466464
137	0.009366492531	0.1872920467	0.9684125708	0.1262070375
138	0.009341565134	0.1869460358	0.9685291747	0.1258670157
139	0.009331246938	0.1867254773	0.9686033894	0.1257432649
140	0.009314426027	0.186479488	0.9686860577	0.1255012226
141	0.00930541857	0.1863203819	0.9687394696	0.1253647385
142	0.009286777714	0.1860661643	0.9688247159	0.1250935603
143	0.00927392587	0.1858643837	0.9688922957	0.1249249567
144	0.009259784863	0.1856419056	0.9689667224	0.1247355904
145	0.009232903562	0.1852921972	0.969083532	0.1243597597
146	0.009225644305	0.1851127773	0.9691433763	0.1242605395
147	0.009207975558	0.1848928695	0.969216646	0.1239994169
148	0.009194446168	0.1846761422	0.9692887709	0.1238069904
149	0.009181791693	0.1844427109	0.96936636	0.123626036
150	0.009165384643	0.1842487697	0.9694307486	0.1233811049
151	0.009142935334	0.1839775608	0.9695206765	0.1230757508
152	0.009132702714	0.1838547148	0.9695613664	0.1229312034
153	0.009105004914	0.1836293629	0.9696359383	0.1225398108
154	0.009085904354	0.1833566008	0.9697260765	0.1222777187
155	0.009066896899	0.1830790326	0.9698176654	0.1219959248
156	0.009048186089	0.1827593512	0.9699229785	0.1217588124
157	0.009040319812	0.1825929197	0.9699777334	0.1216611736
158	0.009032714996	0.1824337522	0.9700300518	0.1215589693
159	0.009025524909	0.1822972676	0.970074878	0.121462296
160	0.009013278186	0.1820668614	0.9701504752	0.1212778053
161	0.00900127081	0.1818879684	0.9702091047	0.1211103875
162	0.008990749891	0.1816894311	0.9702741049	0.1209704871
163	0.008977879566	0.181541149	0.9703226055	0.1207784952
164	0.00896844476	0.1813862668	0.9703732225	0.120649651
165	0.008962728161	0.1812490608	0.9704180267	0.1205685694
166	0.008950671511	0.1810527113	0.9704820851	0.1204039814
167	0.008940489636	0.1809460505	0.9705168537	0.120253483
168	0.008929170151	0.1807594267	0.9705776389	0.1201119183
169	0.008914192384	0.180508261	0.970659347	0.1199073044
170	0.008904751224	0.1803522576	0.9707100401	0.1197859476
171	0.008897808031	0.1802177447	0.9707537148	0.1197011998
172	0.008884333515	0.1800148403	0.9708195336	0.1195221148
173	0.008880779013	0.1799284967	0.9708475195	0.119468062
174	0.008867925747	0.1797695114	0.9708990152	0.1192850762
175	0.008853206786	0.1795345442	0.9709750381	0.1190861095
176	0.008841373753	0.1793381979	0.9710384892	0.1189209855
177	0.008831141543	0.1791586153	0.9710964621	0.1187666246
178	0.008820361673	0.1789804644	0.9711539155	0.1186259945
179	0.008810507651	0.1788561944	0.9711939585	0.1184936084
180	0.008802096127	0.1786870193	0.9712484264	0.1183841013
181	0.008786247294	0.1785088359	0.9713057389	0.1181593629
182	0.008758104282	0.1782709843	0.9713821544	0.1177482186
183	0.008753477551	0.1781735182	0.9714134384	0.117686688
184	0.008745914918	0.1780588387	0.9714502254	0.1175901287
185	0.00872474659	0.1778654853	0.9715121959	0.1172845981
186	0.008710853466	0.1777036765	0.9715640045	0.1170756829
187	0.00869718454	0.1775434072	0.9716152737	0.1168868313
188	0.008677225869	0.1772935992	0.9716950935	0.1166005853
189	0.008673455747	0.1771990585	0.9717252723	0.1165524109
190	0.00866461543	0.177042781	0.9717751231	0.1164329948
191	0.008648233429	0.1768805443	0.9718268283	0.1161914156
192	0.008639961685	0.1767253176	0.971876255	0.1160786536
193	0.008633341172	0.176575961	0.9719237716	0.1159894541
194	0.008628743939	0.1764967224	0.9719489643	0.1159330036
195	0.008623969604	0.176392345	0.9719821324	0.1158702315
196	0.008611662837	0.176196734	0.972044239	0.1156980096
197	0.008598986188	0.1760319118	0.9720965167	0.1155304834
198	0.008588546215	0.1758542705	0.9721528054	0.1153892537
199	0.008572947616	0.1757049264	0.9722000838	0.1151661207
200	0.008567141498	0.1756080339	0.9722307358	0.1150783299
201	0.008554137203	0.1754454256	0.9722821392	0.1148993224
202	0.008550288514	0.1753525256	0.9723114852	0.1148477746
203	0.008544882466	0.1752473449	0.9723446917	0.1147681975
204	0.008534032796	0.1750943209	0.9723929672	0.1146264066
205	0.008526569846	0.1749699965	0.9724321576	0.1145267443
206	0.008524372544	0.1749024069	0.972453452	0.1144949024
207	0.008519572488	0.1748055233	0.9724839612	0.1144270692
208	0.008504910518	0.1746320365	0.9725385511	0.1142206252
209	0.008492442983	0.174435931	0.9726001929	0.1140400256
210	0.008487540892	0.1743374424	0.9726311247	0.1139734199
211	0.008483418847	0.174261717	0.9726548955	0.1139200256
212	0.008476283538	0.1741099234	0.9727025135	0.1138237016
213	0.008465446181	0.1739777749	0.9727439351	0.1136772713
214	0.008455418306	0.1738356896	0.9727884362	0.1135356407
215	0.008449148656	0.1737027603	0.9728300368	0.1134519864
216	0.008436491454	0.1736025539	0.9728613756	0.1132687909
217	0.00842186677	0.1734679278	0.9729034505	0.1130516326
218	0.008410144596	0.1733156481	0.9729510032	0.1128947074
219	0.008407050154	0.1732485151	0.9729719538	0.1128575519
220	0.008399140066	0.1731192666	0.9730122662	0.1127500155
221	0.008383165362	0.1729666245	0.9730598363	0.1125098495
222	0.008379901129	0.172881109	0.9730864684	0.1124619417
223	0.008372230124	0.1727631736	0.9731231754	0.1123591234
224	0.008365348993	0.1726492622	0.9731586062	0.1122659314
225	0.008356955721	0.1724926417	0.973207283	0.1121458134
226	0.008349445367	0.1723446361	0.9732532417	0.1120461886
227	0.008342291175	0.1722203012	0.9732918197	0.1119513658
228	0.008339075647	0.1721367319	0.9733177335	0.1119081288
229	0.008332946407	0.1720277529	0.9733515076	0.1118245572
230	0.008325600422	0.1718778604	0.9733979265	0.1117206944
231	0.008320731093	0.1717495708	0.9734376233	0.1116572159
232	0.008315612057	0.1716521136	0.9734677597	0.1115866309
233	0.008307672912	0.1715510145	0.9734990043	0.1114831412
234	0.00829833863	0.1714396225	0.9735334085	0.1113458705
235	0.008290008156	0.1712899345	0.9735796056	0.1112385851
236	0.008285833716	0.1712136277	0.97360314	0.1111798777
237	0.008272329043	0.1711012213	0.9736377891	0.1109898383
238	0.008261211475	0.170958125	0.9736818655	0.1108254761
239	0.008256934006	0.1708555034	0.9737134521	0.1107742599
240	0.00824212603	0.1707187775	0.9737555066	0.1105520344
241	0.0082284658	0.1705948703	0.9737935891	0.1103578013
242	0.008225965401	0.1705189533	0.9738169083	0.1103230775
243	0.008214782324	0.170370666	0.9738624274	0.1101612608
244	0.008201484296	0.1702199535	0.9739086503	0.1099638325
245	0.008188588595	0.17001787	0.9739705643	0.1097887482
246	0.008177486932	0.1698815338	0.9740122932	0.1096318624
247	0.00817221754	0.1697965028	0.974038302	0.1095630103
248	0.008160286074	0.1696854291	0.974072257	0.1093868727
249	0.008155372127	0.1696127217	0.9740944715	0.1093193823
250	0.008149687312	0.1694972033	0.9741297465	0.109248632
251	0.008146201892	0.1694281309	0.9741508272	0.1091984787
252	0.008139686125	0.1693574521	0.9741723892	0.1091067072
253	0.00813497881	0.169276254	0.9741971493	0.1090414451
254	0.008127785808	0.1691597909	0.9742326421	0.1089444489
255	0.008120277848	0.1690317324	0.9742716405	0.1088477638
256	0.008112549339	0.1689161001	0.9743068293	0.1087342295
257	0.008110242671	0.1688568811	0.9743248413	0.1087048201
258	0.008106236608	0.1687610575	0.9743539735	0.1086489969
259	0.008097553897	0.1686463323	0.9743888304	0.1085257602
260	0.008088854418	0.1685356872	0.9744224252	0.1084033827
261	0.008081901995	0.1684637739	0.9744442482	0.1083050457
262	0.008077873875	0.1684001373	0.9744635517	0.1082558603
263	0.008072111875	0.168318225	0.9744883883	0.1081725628
264	0.008059288842	0.1682053506	0.9745225931	0.1079896186
265	0.008056599435	0.1681501738	0.9745393052	0.1079549508
266	0.008050781052	0.1680807242	0.9745603324	0.1078754565
267	0.008044255184	0.168003788	0.9745836163	0.1077897029
268	0.008041430096	0.1679181842	0.9746095108	0.1077563544
269	0.008039129249	0.1678674787	0.9746248425	0.1077228078
270	0.008033614333	0.1677746505	0.9746528989	0.1076450012
271	0.008026986183	0.1676619073	0.9746869536	0.1075577855
272	0.008024936214	0.167598649	0.974706051	0.1075307291
273	0.008017723664	0.1674915449	0.974738369	0.1074282411
274	0.008009188052	0.1673651792	0.9747764724	0.1073141411
275	0.008002907352	0.1672718226	0.974804604	0.1072363184
276	0.007999423471	0.167225699	0.9748184968	0.1071911804
277	0.007996430044	0.167146684	0.974842288	0.1071538191
278	0.007985089489	0.1669832881	0.9748914503	0.1070035361
279	0.007980077413	0.1669144162	0.974912158	0.1069335041
280	0.007974911263	0.1668442302	0.974933252	0.1068591512
281	0.007970552711	0.1667748877	0.9749540837	0.1068020149
282	0.007963683064	0.1666875973	0.9749802951	0.1067079724
283	0.007960165332	0.1666188806	0.9750009195	0.1066590051
284	0.007955377482	0.1665323506	0.9750268782	0.1065970484
285	0.007949724499	0.1664406425	0.9750543757	0.10651926
286	0.007939715845	0.1663438638	0.975083377	0.1063739012
287	0.007935013211	0.1662691884	0.9751057432	0.106313915
288	0.007930443308	0.1661942297	0.9751281842	0.1062501576
289	0.007925276285	0.1661252854	0.9751488157	0.1061820687
290	0.007922141419	0.1660738514	0.9751642016	0.1061379704
291	0.007916787793	0.1659685472	0.9751956874	0.1060687986
292	0.007912401144	0.165899693	0.9752162639	0.1060076798
293	0.007905359341	0.1658121427	0.9752424153	0.1059070497
294	0.007903820769	0.1657511539	0.9752606246	0.1058866105
295	0.007899424306	0.1656501038	0.9752907801	0.1058276459
296	0.007895272721	0.1655592931	0.9753178642	0.1057664574
297	0.007889962091	0.1654996995	0.9753356298	0.1056880519
298	0.007881084487	0.1653990111	0.9753656318	0.1055608615
299	0.007878185873	0.1653411712	0.9753828581	0.1055246471
300	0.007871892893	0.1652315488	0.9754154899	0.1054422068
301	0.007869834388	0.1652001286	0.975424839	0.1054164802
302	0.007866694103	0.1651441646	0.9754414865	0.1053777588
303	0.007857594293	0.1650304748	0.9754752884	0.1052411666
304	0.007853570806	0.1649798486	0.9754903329	0.1051807467
305	0.007844744157	0.1649035242	0.9755130054	0.1050506333
306	0.00784102727	0.1648321836	0.975534188	0.1049996659
307	0.007833020653	0.1647477559	0.9755592445	0.1048856584
308	0.007830956334	0.1647061714	0.9755715813	0.1048545302
309	0.007828687023	0.1646433316	0.9755902179	0.1048240943
310	0.007824258227	0.1645752454	0.9756104025	0.1047648311
311	0.007818825935	0.1645113487	0.9756293375	0.1046882518
312	0.007813409725	0.164450892	0.9756472462	0.1046068616
313	0.007812693348	0.1644202074	0.9756563333	0.1045979509
314	0.007809742835	0.1643602446	0.9756740859	0.1045557478
315	0.007799622947	0.1642278867	0.9757132491	0.1044162583
316	0.007793870899	0.1641498995	0.9757363098	0.1043290476
317	0.007788253651	0.1640300653	0.9757717232	0.104253876
318	0.0077845027	0.163980276	0.9757864294	0.1042003673
319	0.007780087679	0.1639269445	0.9758021768	0.1041388772
320	0.00777662531	0.1638622308	0.9758212783	0.1040916719
321	0.007773048236	0.1637942716	0.9758413296	0.104042687
322	0.007768123145	0.163738491	0.9758577814	0.1039720461
323	0.007762234773	0.1636508512	0.9758836184	0.1038923326
324	0.007754389882	0.1635463046	0.9759144215	0.1037745197
325	0.007745741412	0.1634722596	0.9759362259	0.1036450672
326	0.007737740269	0.1633910578	0.9759601264	0.1035304645
327	0.007732041879	0.1633213845	0.9759806242	0.1034472188
328	0.00772957595	0.1632524808	0.9760008871	0.1034184635
329	0.007726837803	0.1632074538	0.9760141237	0.1033812129
330	0.007721658296	0.1631052774	0.9760441471	0.1033149172
331	0.007717376869	0.1630343933	0.9760649646	0.1032556824
332	0.007713135293	0.1629587083	0.976087182	0.1032025045
333	0.007709522365	0.1629040215	0.976103229	0.1031505257
334	0.007707479665	0.1628598172	0.9761161961	0.1031244249
335	0.007704511428	0.1628028759	0.9761328944	0.1030863749
336	0.00770350796	0.1627722554	0.9761418715	0.1030743716
337	0.007698359933	0.1626981851	0.9761635801	0.1030053721
338	0.007688155064	0.1625850825	0.9761967092	0.1028636454
339	0.007684071724	0.1625322641	0.9762121725	0.1028037956
340	0.007680877041	0.1624859225	0.9762257354	0.1027627616
341	0.00767643008	0.1624456464	0.97623752	0.1027003476
342	0.007674122734	0.1623904101	0.9762536772	0.1026712366
343	0.007670474099	0.1623101815	0.976277135	0.1026244558
344	0.007668352395	0.1622613787	0.9762913987	0.1025977868
345	0.007664386138	0.1621695751	0.9763182186	0.1025453538
346	0.007659788659	0.1621036258	0.9763374759	0.1024822529
347	0.007656681393	0.1620487822	0.9763534845	0.1024377539
348	0.007650103705	0.1619492687	0.976382518	0.1023514779
349	0.007644923737	0.1618814363	0.9764022982	0.1022789913
350	0.007640922681	0.1618337557	0.9764161971	0.1022192691
351	0.007635880123	0.1617832897	0.9764309035	0.1021477478
352	0.007633558836	0.1617391683	0.9764437572	0.1021169954
353	0.007629430481	0.1616937318	0.9764569904	0.1020576445
354	0.00762166615	0.16159412	0.9764859889	0.1019457285
355	0.007611462631	0.1614919163	0.9765157234	0.1018003017
356	0.007604949733	0.1614066174	0.9765405253	0.101704466
357	0.007600462785	0.161349657	0.9765570801	0.1016462267
358	0.007595923403	0.1613045705	0.9765701797	0.1015818333
359	0.007593214285	0.1612610624	0.9765828173	0.1015423885
360	0.007589792446	0.1612037147	0.9765994696	0.1014951496
361	0.007585473419	0.1611448865	0.9766165456	0.1014347053
362	0.007582903037	0.161077775	0.9766360184	0.1014007783
363	0.007580473063	0.1610486472	0.9766444675	0.1013682645
364	0.007579135103	0.1610217398	0.9766522712	0.101350943
365	0.007576426687	0.160994642	0.9766601287	0.1013104244
366	0.007571264771	0.160928766	0.9766792253	0.101234588
367	0.007566327643	0.1608298902	0.9767078734	0.1011697367
368	0.007564114157	0.1607745707	0.9767238939	0.1011367559
369	0.007562001784	0.1607332551	0.9767358553	0.1011092574
370	0.007559048468	0.1606880921	0.976748927	0.1010697061
371	0.007557564251	0.1606452552	0.9767613221	0.1010480772
372	0.007555168905	0.1605950105	0.9767758565	0.1010166991
373	0.007548952262	0.1605195025	0.9767976902	0.1009342128
374	0.007545350382	0.1604392078	0.9768208968	0.1008876408
375	0.007545224685	0.1604351326	0.9768220743	0.1008858903
376	0.007543163702	0.1603779644	0.9768385895	0.100860519
377	0.007540168426	0.1603265041	0.9768534506	0.1008190615
378	0.007532708857	0.1602293905	0.976881483	0.1007141371
379	0.00753107742	0.1601895006	0.9768929925	0.1006938277
380	0.007527984397	0.1601108102	0.9769156888	0.1006544751
381	0.007527841381	0.1601083809	0.9769163893	0.1006524523
382	0.007522898596	0.1600507039	0.9769330174	0.1005818843
383	0.007521116597	0.160018925	0.9769421766	0.1005551723
384	0.007520161997	0.1599962987	0.9769486968	0.1005428463
385	0.007514843387	0.1599435574	0.9769638916	0.1004666397
386	0.00751086599	0.1598465273	0.976991833	0.1004124009
387	0.007506275833	0.1598060383	0.9770034874	0.1003448057
388	0.007503808079	0.1597645332	0.9770154312	0.1003118126
389	0.007497962957	0.1596972492	0.9770347868	0.1002259025
390	0.007494492959	0.1596188678	0.9770573245	0.100184013
391	0.007494362093	0.1596168204	0.9770579131	0.1001821618
392	0.007490475253	0.1595591832	0.9770744787	0.1001321264
393	0.007485266742	0.1594838353	0.9770961256	0.1000653947
394	0.007480995144	0.1594048087	0.9771188184	0.100009469
395	0.00747672938	0.1593610162	0.9771313888	0.09994584949
396	0.007476105787	0.15933641	0.9771384503	0.09993768693
397	0.007473380228	0.1593038628	0.9771477891	0.09990271849
398	0.007466496599	0.1592296678	0.9771690707	0.09980028063
399	0.007462386404	0.1591745399	0.9771848769	0.09974168266
400	0.007457805916	0.1590837704	0.9772108902	0.09968387485
401	0.007454888313	0.1590384206	0.9772238812	0.09964708298
402	0.007451843672	0.1589828802	0.9772397865	0.09960486068
403	0.007450747944	0.15894547	0.9772504966	0.09959109109
404	0.007446516348	0.1588914667	0.9772659527	0.09953251379
405	0.007440211176	0.1588226345	0.9772856454	0.09944305968
406	0.007438325172	0.1587950841	0.977293525	0.09941726031
407	0.007437969886	0.1587742271	0.9772994894	0.09941254442
408	0.007435207832	0.158722416	0.9773143023	0.09937769588
409	0.007434005349	0.1586916616	0.9773230927	0.0993636053
410	0.007429180753	0.1586490485	0.9773352698	0.09929682275
411	0.007425856248	0.1586039974	0.97734814	0.09924712
412	0.00742082088	0.1585323885	0.9773685898	0.09917062961
413	0.007417635051	0.1584778291	0.9773841644	0.09912743768
414	0.007415566545	0.1584478288	0.9773927261	0.09909889141
415	0.007410567026	0.1584102568	0.9774034464	0.09902439014
416	0.007407453102	0.158356701	0.9774187228	0.09898013268
417	0.007405040918	0.158287888	0.9774383437	0.09894611159
418	0.007402053653	0.1582390981	0.9774522501	0.09890694183
419	0.007400603975	0.1581944467	0.9774649732	0.09888747813
420	0.007393581516	0.1581468423	0.9774785338	0.09878578356
421	0.007391747169	0.1581208081	0.9774859482	0.09875797647
422	0.007390493579	0.1581045666	0.9774905731	0.09874112763
423	0.007385934577	0.1580505894	0.9775059399	0.09867614309
424	0.007384511365	0.1580114975	0.9775170658	0.09865721763
425	0.007383010688	0.1579717572	0.9775283734	0.09863746044
426	0.007380218272	0.1579471806	0.977535365	0.09859851887
427	0.007378850446	0.157927253	0.9775410332	0.09857921519
428	0.00737743322	0.1578830723	0.9775535974	0.09855983162
429	0.007374089557	0.1578254204	0.9775699872	0.09851572517
430	0.007371294911	0.1577743785	0.977584493	0.09847750576
431	0.007367349159	0.1577118586	0.9776022542	0.09842610615
432	0.007362099351	0.1576541744	0.9776186355	0.09834668433
433	0.007359613319	0.1576033331	0.9776330685	0.09831475968
434	0.007357562834	0.1575511979	0.9776478641	0.09828679977
435	0.007355962666	0.157540077	0.9776510195	0.09826388741
436	0.007353093091	0.1574980486	0.9776629423	0.09822096929
437	0.007351158277	0.1574548912	0.9776751822	0.0981970809
438	0.007347191598	0.1573952928	0.9776920794	0.09814189876
439	0.007344112186	0.1573338716	0.9777094867	0.09810313189
440	0.007341945103	0.1572983205	0.977719559	0.0980731287
441	0.007339009704	0.1572706877	0.9777273864	0.09803039303
442	0.007335396442	0.1572262658	0.9777399667	0.09797905824
443	0.007329262619	0.1571535309	0.9777605575	0.09789401686
444	0.007328047544	0.1571213656	0.9777696602	0.0978797716
445	0.007323929189	0.1570685567	0.9777846011	0.09782281722
446	0.007321683742	0.1570218873	0.9777978007	0.09779441779
447	0.007320865391	0.1570070721	0.9778019901	0.09778293936
448	0.007319396061	0.1569638677	0.9778142051	0.09776455062
449	0.00731506411	0.1568987324	0.9778326142	0.0977045895
450	0.007312294639	0.1568397197	0.9778492862	0.09766724174
451	0.007310469864	0.1567996446	0.9778606045	0.09764308302
452	0.007303752158	0.1567189553	0.9778833846	0.09754884562
453	0.007298657974	0.1566614362	0.9778996161	0.09747805254
454	0.007297636964	0.1566342975	0.9779072724	0.09746353343
455	0.00729530386	0.1565730198	0.977924555	0.09743469684
456	0.007292316545	0.1565376483	0.977934528	0.09739669886
457	0.007288517416	0.1564533936	0.9779582747	0.09734980988
458	0.007287742405	0.1564352373	0.9779633902	0.0973391868
459	0.007287686297	0.1564335249	0.9779638727	0.09733843647
460	0.007283025096	0.1563690193	0.9779820422	0.0972739872
461	0.007280769566	0.1563184429	0.977996283	0.09724450793
462	0.00727813197	0.1562682412	0.9780104137	0.09720847631
463	0.007276074432	0.1562152152	0.9780253345	0.0971816594
464	0.007274130623	0.1561787281	0.9780355985	0.09715571692
465	0.007271275856	0.1561510025	0.9780433963	0.09711646103
466	0.007269998297	0.1561126273	0.9780541869	0.09709770165
467	0.007265923522	0.1560646469	0.9780676747	0.09703787358
468	0.007264535907	0.1560313323	0.9780770373	0.09701713366
