iter	Passed	Remaining
1661	131692	26782
1662	131767	26702
1663	131847	26623
1664	131942	26547
1665	132057	26474
1666	132128	26394
1667	132226	26318
1668	132313	26240
1669	132399	26162
1670	132496	26087
1671	132582	26009
1672	132678	25932
1673	132761	25854
1674	132841	25775
1675	132910	25693
1676	132996	25615
1677	133077	25536
1678	133157	25457
1679	133236	25378
1680	133313	25298
1681	133386	25218
1682	133465	25138
1683	133542	25059
1684	133623	24980
1685	133704	24901
1686	133779	24821
1687	133866	24743
1688	133955	24665
1689	134034	24586
1690	134103	24504
1691	134187	24426
1692	134266	24347
1693	134350	24268
1694	134425	24188
1695	134513	24110
1696	134598	24032
1697	134678	23953
1698	134761	23874
1699	134840	23795
1700	134927	23717
1701	135003	23637
1702	135093	23560
1703	135179	23481
1704	135268	23404
1705	135343	23324
1706	135426	23245
1707	135525	23169
1708	135604	23090
1709	135684	23010
1710	135767	22932
1711	135859	22854
1712	135936	22775
1713	136022	22696
1714	136093	22616
1715	136184	22538
1716	136278	22461
1717	136353	22381
1718	136436	22302
1719	136508	22222
1720	136582	22142
1721	136669	22064
1722	136743	21983
1723	136817	21903
1724	136901	21824
1725	136983	21745
1726	137048	21664
1727	137124	21584
1728	137187	21502
1729	137270	21423
1730	137359	21345
1731	137430	21265
1732	137512	21186
1733	137593	21107
1734	137673	21028
1735	137761	20949
1736	137820	20867
1737	137899	20788
1738	137982	20709
1739	138062	20630
1740	138142	20550
1741	138218	20470
1742	138300	20392
1743	138385	20313
1744	138461	20233
1745	138542	20154
1746	138633	20076
1747	138699	19995
1748	138768	19914
1749	138842	19834
1750	138919	19754
1751	139015	19677
1752	139091	19598
1753	139161	19517
1754	139242	19438
1755	139323	19359
1756	139419	19282
1757	139500	19203
1758	139587	19124
1759	139673	19046
1760	139752	18966
1761	139849	18890
1762	139929	18810
1763	139999	18730
1764	140073	18650
1765	140133	18568
1766	140207	18488
1767	140297	18410
1768	140380	18331
1769	140478	18254
1770	140564	18175
1771	140650	18097
1772	140747	18020
1773	140826	17940
1774	140915	17862
1775	140987	17782
1776	141067	17702
1777	141147	17623
1778	141228	17544
1779	141316	17466
1780	141392	17386
1781	141460	17305
1782	141539	17226
1783	141619	17146
1784	141696	17067
1785	141773	16987
1786	141847	16907
1787	141934	16828
1788	142021	16750
1789	142113	16672
1790	142184	16592
1791	142265	16512
1792	142351	16434
1793	142425	16354
1794	142510	16275
1795	142588	16196
1796	142655	16115
1797	142702	16032
1798	142788	15953
1799	142857	15873
1800	142929	15792
1801	143011	15713
1802	143090	15634
1803	143182	15556
1804	143267	15477
1805	143348	15398
1806	143428	15319
1807	143512	15240
1808	143585	15160
1809	143642	15078
1810	143717	14998
1811	143798	14919
1812	143878	14840
1813	143964	14761
1814	144061	14683
1815	144143	14604
1816	144230	14526
1817	144311	14446
1818	144393	14367
1819	144477	14288
1820	144556	14209
1821	144635	14130
1822	144712	14050
1823	144786	13970
1824	144873	13891
1825	144949	13812
1826	145040	13734
1827	145129	13655
1828	145205	13575
1829	145268	13494
1830	145336	13414
1831	145421	13335
1832	145499	13256
1833	145570	13175
1834	145649	13096
1835	145735	13017
1836	145821	12938
1837	145887	12858
1838	145959	12778
1839	146039	12699
1840	146102	12618
1841	146178	12538
1842	146258	12459
1843	146350	12381
1844	146427	12301
1845	146510	12222
1846	146589	12143
1847	146678	12064
1848	146774	11986
1849	146861	11907
1850	146957	11829
1851	147030	11749
1852	147113	11670
1853	147200	11591
1854	147273	11511
1855	147324	11430
1856	147410	11351
1857	147482	11271
1858	147570	11192
1859	147650	11113
1860	147716	11033
1861	147799	10954
1862	147874	10874
1863	147968	10796
1864	148050	10716
1865	148136	10637
1866	148215	10558
1867	148314	10480
1868	148398	10401
1869	148473	10321
1870	148544	10241
1871	148622	10162
1872	148701	10082
1873	148776	10003
1874	148859	9923
1875	148956	9845
1876	149038	9766
1877	149112	9686
1878	149199	9607
1879	149292	9529
1880	149379	9450
1881	149472	9371
1882	149560	9292
1883	149636	9213
1884	149707	9133
1885	149788	9054
1886	149845	8973
1887	149927	8894
1888	150004	8814
1889	150087	8735
1890	150161	8655
1891	150236	8575
1892	150306	8495
1893	150382	8416
1894	150468	8337
1895	150536	8257
1896	150608	8177
1897	150693	8098
1898	150775	8019
1899	150859	7939
1900	150945	7860
1901	151017	7781
1902	151096	7701
1903	151166	7621
1904	151250	7542
1905	151339	7463
1906	151424	7384
1907	151493	7304
1908	151560	7224
1909	151653	7145
1910	151730	7066
1911	151809	6987
1912	151880	6907
1913	151953	6827
1914	152020	6747
1915	152107	6668
1916	152210	6590
1917	152297	6511
1918	152356	6430
1919	152453	6352
1920	152517	6272
1921	152600	6192
1922	152687	6113
1923	152748	6033
1924	152838	5954
1925	152915	5875
1926	152985	5795
1927	153069	5716
1928	153143	5636
1929	153223	5557
1930	153315	5478
1931	153384	5398
1932	153468	5319
1933	153542	5239
1934	153631	5160
1935	153708	5081
1936	153793	5002
1937	153874	4922
1938	153945	4843
1939	154025	4763
1940	154114	4684
1941	154196	4605
1942	154287	4526
1943	154371	4446
1944	154439	4367
1945	154512	4287
1946	154580	4207
1947	154655	4128
1948	154752	4049
1949	154832	3970
1950	154916	3890
1951	155003	3811
1952	155098	3732
1953	155184	3653
1954	155266	3573
1955	155339	3494
1956	155429	3415
1957	155497	3335
1958	155589	3256
1959	155661	3176
1960	155733	3097
1961	155810	3017
1962	155885	2938
1963	155977	2859
1964	156052	2779
1965	156129	2700
1966	156199	2620
1967	156289	2541
1968	156376	2461
1969	156460	2382
1970	156544	2303
1971	156610	2223
1972	156690	2144
1973	156761	2064
1974	156835	1985
1975	156913	1905
1976	156983	1826
1977	157075	1747
1978	157140	1667
1979	157209	1587
1980	157279	1508
1981	157368	1429
1982	157441	1349
1983	157530	1270
1984	157617	1191
1985	157708	1111
1986	157797	1032
1987	157893	953
1988	157987	873
1989	158092	794
1990	158162	714
1991	158239	635
1992	158323	556
1993	158403	476
1994	158479	397
1995	158567	317
1996	158649	238
1997	158746	158
1998	158823	79
1999	158913	0
